Date,Close
2010-01-04,303.9542944771903
2010-01-05,304.0214298793248
2010-01-06,300.182139805385
2010-01-07,292.542856488909
2010-01-08,290.964109148298
2010-01-11,292.8655330113002
2010-01-12,302.1141128540039
2010-01-13,310.297860281808
2010-01-14,309.5398199898856
2010-01-15,311.48429107666016
2010-01-18,313.70982578822543
2010-01-19,308.25018310546875
2010-01-20,307.7016122000558
2010-01-21,303.4680371965681
2010-01-22,302.4516067504883
2010-01-25,296.08714512416293
2010-01-27,280.9583958217076
2010-01-28,287.48142896379744
2010-01-29,285.9358912876674
2010-02-01,285.2748238699777
2010-02-02,285.8787525721959
2010-02-03,294.21554129464283
2010-02-04,285.493043082101
2010-02-05,283.7301777430943
2010-02-06,84.86250305175781
2010-02-08,284.5760726928711
2010-02-09,289.67928641183033
2010-02-10,290.0876780918666
2010-02-11,293.2323226928711
2010-02-15,294.1173215593611
2010-02-16,297.85642787388394
2010-02-17,298.63160487583707
2010-02-18,298.1191101074219
2010-02-19,296.6203580583845
2010-02-22,297.4896447317941
2010-02-23,299.5112522670201
2010-02-24,297.6510707310268
2010-02-25,288.76375470842635
2010-02-26,286.83839307512557
2010-03-02,290.0651822771345
2010-03-03,293.22767639160156
2010-03-04,289.8812517438616
2010-03-05,290.6005314418248
2010-03-08,288.5823200770787
2010-03-09,289.2721437726702
2010-03-10,288.214109148298
2010-03-11,289.72982025146484
2010-03-12,292.6060703822545
2010-03-15,293.38785552978516
2010-03-16,296.31625693184986
2010-03-17,299.75678580147877
2010-03-18,298.45553915841236
2010-03-19,296.86875697544644
2010-03-22,296.49999564034596
2010-03-23,295.4473212105887
2010-03-25,295.0949946812221
2010-03-26,294.3883972167969
2010-03-29,290.72553580147877
2010-03-30,284.64071873256137
2010-03-31,281.3510731288365
2010-04-01,288.0746416364397
2010-04-05,287.7414245605469
2010-04-06,275.4735918045044
2010-04-07,274.71093559265137
2010-04-08,278.0953149795532
2010-04-09,275.75140285491943
2010-04-12,277.05859565734863
2010-04-13,280.9679641723633
2010-04-15,283.2667236328125
2010-04-16,282.2309379577637
2010-04-19,277.38874530792236
2010-04-20,275.4245309829712
2010-04-21,277.53359508514404
2010-04-22,278.3195323944092
2010-04-23,278.14328384399414
2010-04-26,279.2129669189453
2010-04-27,279.47921562194824
2010-04-28,275.76624965667725
2010-04-29,275.4981269836426
2010-04-30,279.42422103881836
2010-05-03,278.9682741165161
2010-05-04,275.9585886001587
2010-05-05,278.2674980163574
2010-05-06,276.7618703842163
2010-05-07,267.7251605987549
2010-05-10,275.09750175476074
2010-05-11,270.97718811035156
2010-05-12,272.9706211090088
2010-05-13,277.6107816696167
2010-05-14,273.10499477386475
2010-05-17,270.9040632247925
2010-05-18,270.0739040374756
2010-05-19,262.91265964508057
2010-05-20,262.9567174911499
2010-05-21,261.4985942840576
2010-05-24,263.13452529907227
2010-05-25,257.18390464782715
2010-05-26,260.27984619140625
2010-05-27,258.5368757247925
2010-05-28,258.5139093399048
2010-05-31,256.6979646682739
2010-06-01,252.0639133453369
2010-06-02,255.6743745803833
2010-06-03,261.4387483596802
2010-06-04,261.008749961853
2010-06-07,257.14844131469727
2010-06-08,255.5895290374756
2010-06-09,251.8357801437378
2010-06-10,254.14124965667725
2010-06-11,258.8073434829712
2010-06-14,265.9415645599365
2010-06-15,265.62656593322754
2010-06-16,267.0281276702881
2010-06-17,269.460165977478
2010-06-18,267.279691696167
2010-06-21,268.04141426086426
2010-06-22,264.52657318115234
2010-06-23,265.81719398498535
2010-06-24,264.4648504257202
2010-06-25,262.1890678405762
2010-06-28,263.36250495910645
2010-06-29,260.0937566757202
2010-06-30,260.4437532424927
2010-07-01,261.7015657424927
2010-07-02,266.56875228881836
2010-07-05,268.6906337738037
2010-07-06,271.58673095703125
2010-07-07,271.2429723739624
2010-07-08,274.020320892334
2010-07-09,278.3718852996826
2010-07-12,281.8328161239624
2010-07-13,277.45625591278076
2010-07-14,275.31953620910645
2010-07-15,273.97656536102295
2010-07-16,280.2773494720459
2010-07-19,279.8453121185303
2010-07-20,279.64297103881836
2010-07-21,282.41093826293945
2010-07-22,281.04532051086426
2010-07-23,279.91875648498535
2010-07-26,278.8937568664551
2010-07-27,278.8257865905762
2010-07-28,279.41406631469727
2010-07-29,277.07969093322754
2010-07-30,274.2953128814697
2010-08-02,276.5750036239624
2010-08-03,275.76328468322754
2010-08-04,284.1140651702881
2010-08-05,286.21797466278076
2010-08-06,284.6835994720459
2010-08-09,286.9265604019165
2010-08-10,283.09453296661377
2010-08-11,280.8804759979248
2010-08-12,276.44140911102295
2010-08-13,278.2898464202881
2010-08-16,275.6976623535156
2010-08-17,273.36328983306885
2010-08-18,279.38203525543213
2010-08-19,279.7851610183716
2010-08-20,280.0140686035156
2010-08-23,281.04062938690186
2010-08-24,279.45547580718994
2010-08-25,279.63672065734863
2010-08-26,280.32890605926514
2010-08-27,276.07891178131104
2010-08-30,275.60078620910645
2010-08-31,274.428129196167
2010-09-01,277.59375286102295
2010-09-02,277.6273488998413
2010-09-03,277.4664087295532
2010-09-06,284.68593883514404
2010-09-07,285.9718770980835
2010-09-08,285.8523426055908
2010-09-09,286.2968816757202
2010-09-13,287.64062881469727
2010-09-14,289.678129196167
2010-09-15,294.2125053405762
2010-09-16,288.60000228881836
2010-09-17,289.2109375
2010-09-20,289.04766368865967
2010-09-21,295.36484718322754
2010-09-22,293.88359928131104
2010-09-23,295.1804714202881
2010-09-24,295.67891120910645
2010-09-27,294.2203187942505
2010-09-28,293.5375118255615
2010-09-29,293.4625053405762
2010-09-30,294.274227142334
2010-10-01,300.23202991485596
2010-10-04,300.27734565734863
2010-10-05,300.6531276702881
2010-10-06,302.4500102996826
2010-10-07,300.3835964202881
2010-10-08,301.5625066757202
2010-10-11,300.43438148498535
2010-10-12,300.4195394515991
2010-10-13,309.3757839202881
2010-10-14,307.95781993865967
2010-10-15,299.33047008514404
2010-10-18,303.0484447479248
2010-10-19,300.5234432220459
2010-10-20,299.05000591278076
2010-10-21,300.9140691757202
2010-10-22,304.0335912704468
2010-10-25,302.946870803833
2010-10-26,302.25078773498535
2010-10-27,300.8773441314697
2010-10-28,296.85312938690186
2010-10-29,296.250789642334
2010-11-01,297.4023494720459
2010-11-02,297.678129196167
2010-11-03,298.8632879257202
2010-11-04,301.6187572479248
2010-11-08,296.95156383514404
2010-11-09,299.1710958480835
2010-11-10,301.748441696167
2010-11-11,296.04531383514404
2010-11-12,292.6148509979248
2010-11-15,294.2460985183716
2010-11-16,288.77031803131104
2010-11-18,288.0554790496826
2010-11-19,281.8820381164551
2010-11-22,287.0921878814697
2010-11-23,291.08204078674316
2010-11-24,287.506254196167
2010-11-25,284.3765697479248
2010-11-26,284.7117233276367
2010-11-29,287.77032470703125
2010-11-30,293.6203136444092
2010-12-01,294.70469665527344
2010-12-02,297.7976589202881
2010-12-03,297.654691696167
2010-12-06,298.10547161102295
2010-12-07,297.58047580718994
2010-12-08,294.6070308685303
2010-12-09,291.87578296661377
2010-12-10,294.1515655517578
2010-12-13,297.85391330718994
2010-12-14,300.49609184265137
2010-12-15,302.5257844924927
2010-12-16,310.2179718017578
2010-12-20,314.1664056777954
2010-12-21,318.4726667404175
2010-12-22,316.3843803405762
2010-12-23,314.4609422683716
2010-12-24,317.6390628814697
2010-12-27,320.00468921661377
2010-12-28,319.568754196167
2010-12-29,320.2609405517578
2010-12-30,322.5453128814697
2011-01-03,323.1609525680542
2011-01-04,325.7609395980835
2011-01-05,327.1148443222046
2011-01-06,327.07343673706055
2011-01-07,319.48594093322754
2011-01-10,316.55703258514404
2011-01-11,315.9835948944092
2011-01-12,320.4218816757202
2011-01-13,314.75547790527344
