Date,Close
2010-01-04,164.4150586128235
2010-01-05,165.7888925075531
2010-01-06,166.3909411430359
2010-01-07,165.8554539680481
2010-01-08,165.67656230926514
2010-01-11,166.9197165966034
2010-01-12,163.57122206687927
2010-01-13,162.0600550174713
2010-01-14,162.88346886634827
2010-01-15,163.4459662437439
2010-01-18,167.1731514930725
2010-01-19,168.38951420783997
2010-01-20,168.92622137069702
2010-01-21,164.60485649108887
2010-01-22,161.94556879997253
2010-01-25,159.38994431495667
2010-01-27,153.16849303245544
2010-01-28,156.07772660255432
2010-01-29,159.09221386909485
2010-02-01,159.40576839447021
2010-02-02,156.48644948005676
2010-02-03,160.41840887069702
2010-02-04,157.4197998046875
2010-02-05,152.30227303504944
2010-02-08,154.56809735298157
2010-02-09,155.90832448005676
2010-02-10,154.03008389472961
2010-02-11,155.50011348724365
2010-02-15,154.6836380958557
2010-02-16,155.99431705474854
2010-02-17,159.2765634059906
2010-02-18,160.0979826450348
2010-02-19,158.82931900024414
2010-02-22,158.66218876838684
2010-02-23,157.7104845046997
2010-02-24,157.49954342842102
2010-02-25,158.02610898017883
2010-02-26,161.54752445220947
2010-03-02,164.5832076072693
2010-03-03,167.71931624412537
2010-03-04,166.91443467140198
2010-03-05,167.46275424957275
2010-03-08,169.1030671596527
2010-03-09,167.73051142692566
2010-03-10,168.87221693992615
2010-03-11,168.43037056922913
2010-03-12,169.0750002861023
2010-03-15,167.4927544593811
2010-03-16,168.28991675376892
2010-03-17,169.6038908958435
2010-03-18,170.4926986694336
2010-03-19,171.51539874076843
2010-03-22,169.6081829071045
2010-03-23,170.69065022468567
2010-03-25,172.4623041152954
2010-03-26,175.72377753257751
2010-03-29,176.81468749046326
2010-03-30,174.36957263946533
2010-03-31,174.29679322242737
2010-04-01,175.7114474773407
2010-04-05,178.4502546787262
2010-04-06,179.11945962905884
2010-04-07,178.1344609260559
2010-04-08,176.30818152427673
2010-04-09,178.10877966880798
2010-04-12,176.19667720794678
2010-04-13,176.00520086288452
2010-04-15,173.58019733428955
2010-04-16,172.87789916992188
2010-04-19,173.15548253059387
2010-04-20,175.59829568862915
2010-04-21,179.31721687316895
2010-04-22,180.13207292556763
2010-04-23,182.31107807159424
2010-04-26,183.85815238952637
2010-04-27,182.5053403377533
2010-04-28,180.14846897125244
2010-04-29,182.89886140823364
2010-04-30,184.10741353034973
2010-05-03,182.31287026405334
2010-05-04,181.0731225013733
2010-05-05,181.03281140327454
2010-05-06,180.62431740760803
2010-05-07,174.1755383014679
2010-05-10,180.6561930179596
2010-05-11,180.05212903022766
2010-05-12,182.91664838790894
2010-05-13,184.11161899566648
2010-05-14,180.83130359649658
2010-05-17,179.98391962051392
2010-05-18,181.32909202575684
2010-05-19,174.83499670028687
2010-05-20,177.58019709587097
2010-05-21,175.57491397857666
2010-05-24,174.56136298179626
2010-05-25,169.39056849479675
2010-05-26,171.37017273902893
2010-05-27,177.14210510253903
2010-05-28,178.53590774536133
2010-05-31,180.1044044494629
2010-06-01,175.4755668640137
2010-06-02,176.24973964691162
2010-06-03,179.30792570114136
2010-06-04,180.6112232208252
2010-06-07,177.6708540916443
2010-06-08,176.31704807281494
2010-06-09,177.18289756774902
2010-06-10,178.71392059326172
2010-06-11,181.58321046829224
2010-06-14,183.5017614364624
2010-06-15,183.3167905807495
2010-06-16,182.4158229827881
2010-06-17,182.91499996185303
2010-06-18,183.16900491714478
2010-06-21,186.75624990463257
2010-06-22,186.28082275390625
2010-06-23,186.20238733291626
2010-06-24,185.4514217376709
2010-06-25,182.02579712867737
2010-06-28,183.60145044326782
2010-06-29,181.86361026763916
2010-06-30,183.34440159797668
2010-07-01,181.30730366706848
2010-07-02,182.0023593902588
2010-07-05,183.173921585083
2010-07-06,185.68661737442017
2010-07-07,183.86931848525998
2010-07-08,186.38553857803345
2010-07-09,188.07619094848633
2010-07-12,189.63849544525146
2010-07-13,190.26079559326172
2010-07-14,190.49193382263184
2010-07-15,190.83548164367676
2010-07-16,192.74315214157104
2010-07-19,192.6622428894043
2010-07-20,192.10537147521973
2010-07-21,191.55457210540771
2010-07-22,191.8978977203369
2010-07-23,193.45440244674683
2010-07-26,191.47221899032593
2010-07-27,191.85298347473145
2010-07-28,191.7538046836853
2010-07-29,192.4730658531189
2010-07-30,192.74684524536133
2010-08-02,196.6062207221985
2010-08-03,198.50863456726074
2010-08-04,197.60528564453125
2010-08-05,197.69332551956177
2010-08-06,196.0610489845276
2010-08-09,198.66655826568604
2010-08-10,198.29874992370605
2010-08-11,197.21718645095825
2010-08-12,200.85411882400513
2010-08-13,203.60653448104858
2010-08-16,203.39727592468262
2010-08-17,204.19474267959595
2010-08-18,207.109601020813
2010-08-19,209.88616561889648
2010-08-20,208.64028358459473
2010-08-23,210.30332469940186
2010-08-24,208.8649706840515
2010-08-25,206.74764394760132
2010-08-26,208.90903425216675
2010-08-27,205.54647779464722
2010-08-30,205.91179132461548
2010-08-31,204.10014486312866
2010-09-01,207.00300979614258
2010-09-02,207.82371759414673
2010-09-03,208.71406269073486
2010-09-06,212.16417503356934
2010-09-07,212.1620454788208
2010-09-08,213.04048252105713
2010-09-09,215.74755477905273
2010-09-13,222.22142124176025
2010-09-14,224.34278297424316
2010-09-15,226.03426027297974
2010-09-16,227.6250548362732
2010-09-17,230.9189748764038
2010-09-20,233.56255865097046
2010-09-21,233.6757936477661
2010-09-22,234.25943040847778
2010-09-23,230.80568027496338
2010-09-24,232.72045516967773
2010-09-27,233.7156810760498
2010-09-28,234.80443048477173
2010-09-29,234.3193187713623
2010-09-30,235.56931972503662
2010-10-01,239.12124824523926
2010-10-04,240.74738931655884
2010-10-05,241.4834656715393
2010-10-06,241.06329488754272
2010-10-07,240.70891761779785
2010-10-08,239.94795656204224
2010-10-11,240.37528800964355
2010-10-12,237.849543094635
2010-10-13,243.29409217834473
2010-10-14,240.82539749145508
2010-10-15,235.80585050582886
2010-10-18,234.47704696655273
2010-10-19,233.64682006835938
2010-10-20,231.92653560638428
2010-10-21,236.27335405349731
2010-10-22,235.97323656082153
2010-10-25,237.3293194770813
2010-10-26,234.73982524871826
2010-10-27,232.4652862548828
2010-10-28,231.3767614364624
2010-10-29,231.2249436378479
2010-11-01,239.08500051498413
2010-11-02,238.81522607803342
2010-11-03,241.67238569259644
2010-11-04,246.23761177062988
2010-11-08,245.4001703262329
2010-11-09,246.31431531906128
2010-11-10,243.6047716140747
2010-11-11,242.337788105011
2010-11-12,235.3560757637024
2010-11-15,241.1393747329712
2010-11-16,236.45249891281128
2010-11-18,232.40051412582397
2010-11-19,226.62994194030762
2010-11-22,233.81119060516357
2010-11-23,232.82806777954102
2010-11-24,226.8117036819458
2010-11-25,222.8286910057068
2010-11-26,222.06136274337769
2010-11-29,225.00596618652344
2010-11-30,228.44369316101074
2010-12-01,235.3942084312439
2010-12-02,237.3853416442871
2010-12-03,234.7173891067505
2010-12-06,229.82613277435303
2010-12-07,223.83488750457764
2010-12-08,218.64875316619873
2010-12-09,211.44414520263672
2010-12-10,217.50488567352295
2010-12-13,219.09238624572754
2010-12-14,219.75818252563477
2010-12-15,212.887779712677
2010-12-16,215.56318283081055
2010-12-20,211.44926118850708
2010-12-21,215.6065936088562
